AREACD,P50
E01030513,29485.59
E01030514,30104.84
E01030515,25058.28
E01030516,28439.26
E01030517,34666.04
E01030518,34291.16
E01030519,27818.87
E01030520,25985.12
E01030521,30173.99
E01030522,35986.58
E01030523,30982.84
E01030524,23946.68
E01030525,29480.54
E01030526,27510.5
E01030527,28853.56
E01030528,26511.38
E01030529,25204.71
E01030530,31604.45
E01030531,27348.8
E01030532,31783.86
E01030533,31412.42
E01030534,27310.49
E01030535,27760.02
E01030536,31034.12
E01030537,29880.03
E01030538,26347.8
E01030539,26369.23
E01030540,37283.87
E01030541,34018.86
E01030542,26852.7
E01030543,27812.02
E01030544,27793.88
E01030545,28072.84
E01030546,26676.73
E01030547,21491.57
E01030548,27405.15
E01030549,26931.35
E01030550,27018.17
E01030551,24074.92
E01030552,28829.14
E01030553,30675.83
E01030554,38926.32
E01030555,30855.77
E01030556,32134.77
E01030557,27093.74
E01030558,29740.84
E01030559,29720.22
E01030560,26702.67
E01030561,29565.56
E01030562,27284.47
E01030563,31976.97
E01030564,28160.89
E01030565,28728.48
E01030566,29607.4
E01030567,34171.42
E01030568,31343.92
E01030569,30470.49
E01030570,26651.94
E01030571,28167.58
E01030572,28245.41
E01030573,28320.67
E01030574,30518.19
E01030575,26864.71
E01030576,29049.08
E01030577,27544.5
E01030578,25061.93
E01030579,28250.68
E01030580,28810.23
E01030581,35245.08
E01030582,28741.42
E01030583,28950.61
E01030584,31283.83
E01030585,30985.13
E01030586,27703.87
E01030587,26012.45
E01030588,25127.62
E01030589,40380.29
E01030590,28523.77
E01030591,26066.95
E01030592,29836.19
E01030593,34163.43
E01030594,27082.35
E01030595,28920.84
E01030596,42021.22
E01030597,34160.43
E01030598,28997.88
E01030599,24180.47
E01030600,27482.65
E01030601,25537.46
E01030602,31223.61
E01030603,32403.95
E01030604,29992.21
E01030605,29245.67
E01030606,34029.75
E01030607,34025.12
E01030608,24452.67
E01030609,24514.51
E01030610,27777.75
E01030611,33312.39
E01030612,32742.51
E01030613,29876.64
E01030614,32717.39
E01030615,24938.67
E01030616,33526.3
E01030617,32711.4
E01030618,28262.99
E01030619,24146.1
E01030620,32165.02
E01030621,30736.06
E01030622,32768.59
E01030623,36417.42
E01030624,38103.23
E01030625,45311.8
E01030626,36434.2
E01030627,31507.85
E01030628,28522.62
E01030629,26791.78
E01030630,29848.39
E01030631,26998.16
E01030632,28119.6
E01030633,25978.75
E01030634,24435.67
E01030635,29872.06
E01030636,37009.48
E01030637,34205.67
E01030638,29329.79
E01030639,30806.03
E01030640,25056.03
E01030641,30592.68
E01030642,29089.74
E01030643,25988.18
E01030644,28747.31
E01030645,24338.66
E01030646,27534.23
E01030647,24985.24
E01030648,29713.9
E01030649,27842.16
E01030650,25228.41
E01030651,29813.63
E01030652,27956.8
E01030653,27208.14
E01030654,31003.94
E01030655,30534.59
E01030656,26900.93
E01030657,26921.42
E01030658,25872.1
E01030659,27014.09
E01030660,28872.74
E01030661,28566.74
E01030662,28037.96
E01030663,25571.37
E01030664,25857.65
E01030665,28729.53
E01030666,30252.91
E01030667,26753
E01030668,26352.48
E01030669,25484.44
E01030670,26515.98
E01030671,26671.11
E01030672,37260.06
E01030673,31084.84
E01030674,24476.85
E01030675,25757.28
E01030676,20583.19
E01030677,26157.16
E01030678,29809.08
E01030679,29110.22
E01030680,29379.22
E01030681,26541.2
E01030682,29511.54
E01030683,30482.3
E01030684,28060.17
E01030685,30729.79
E01030686,28506.85
E01030687,33460.08
E01030688,29454.15
E01030689,30233.83
E01030690,29194.59
E01030691,34654.76
E01030692,33350.69
E01030693,29306.9
E01030694,26502.13
E01030695,36352.01
E01030696,27125.9
E01030697,28458.11
E01030698,29101.33
E01030699,26952.37
E01030700,28246.32
E01030701,28858.77
E01030702,25631.55
E01030703,28915.23
E01030704,30656.78
E01030705,30378.06
E01030706,30157.6
E01030707,29059.12
E01030708,29050.73
E01030709,30147.73
E01030710,27317.66
E01030711,28041.41
E01030712,30911.16
E01030713,30131.82
E01030714,30963.48
E01030715,31395.01
E01030716,30449.55
E01030717,26194.45
E01030718,30893.03
E01030719,28322.24
E01030720,28757.4
E01030721,29529.75
E01030722,31045.69
E01030723,30479.11
E01030724,27133.86
E01030725,28687.41
E01030726,31138.56
E01030727,32060.52
E01030728,33979.64
E01030729,29949.36
E01030730,30886.84
E01030731,31827.4
E01030732,29096.18
E01030733,28551.38
E01030734,32065.13
E01030735,31803.56
E01030736,31117.61
E01030737,29557.59
E01030738,29589.32
E01030739,25911.07
E01030740,27642.42
E01030741,30889.68
E01030742,28917.69
E01030743,27627.83
E01030744,25307.07
E01030745,25453.12
E01030746,26044.74
E01030747,28165.05
E01030748,27653.45
E01030749,26488.51
E01030750,27322.25
E01030751,27471.74
E01030752,24641.98
E01030753,30711.81
E01030754,34545.06
E01030755,28359.13
E01030756,33169.15
E01030757,33715.49
E01030758,29762.43
E01030759,24754.37
E01030760,33074.02
E01030761,31031.11
E01030762,32388.56
E01030763,31405.16
E01030764,30672.92
E01030765,25827.69
E01030766,28295.02
E01030767,27442.65
E01030768,30507.24
E01030769,34549.28
E01030770,31283.48
E01030771,34505.52
E01030772,27192.07
E01030773,31570.71
E01030774,32755.04
E01030775,36548.04
E01030776,32164.64
E01030777,30543.16
E01030778,33843.15
E01030779,31422.73
E01030780,36615.47
E01030781,27401.97
E01030782,27781.56
E01030783,29770.89
E01030784,25780.07
E01030785,27088.52
E01030786,23881.34
E01030787,25326.78
E01030788,22765.04
E01030789,38548.27
E01030790,30929.36
E01030791,31868.2
E01030792,35744.71
E01030793,23736.46
E01030794,27959.8
E01030795,29157.75
E01030796,35943.48
E01030797,36881.34
E01030798,41550.37
E01030799,38820.69
E01030800,29102.82
E01030801,27481.2
E01030802,31236.98
E01030803,25969.2
E01030804,35173.03
E01030805,24509.23
E01030806,36040.52
E01030807,30822.84
E01030808,31258.5
E01030809,32081.2
E01030810,38706.32
E01030811,36613.3
E01030812,27130.2
E01030813,29576.1
E01030814,28625.8
E01030815,29676.67
E01030816,27427
E01030817,30344.39
E01030818,25148.22
E01030819,26485.83
E01030820,32215.68
E01030821,27259.27
E01030822,33551.32
E01030823,30671.57
E01030824,25721.84
E01030825,29330.34
E01030826,28123.58
E01030827,26714.89
E01030828,35583.82
E01030829,30697.99
E01030830,31429.57
E01030831,39245.25
E01030832,29618.36
E01030833,26091.96
E01030834,24844.31
E01030835,28759.47
E01030836,28597.82
E01030837,28842.13
E01030838,31893.91
E01030839,38663.05
E01030840,26863.98
E01030841,36933.33
E01030842,26460.8
E01030843,26322.53
E01030844,29240.9
E01030845,26457.11
E01030846,30228.1
E01030847,29831.71
E01030848,26493.75
E01030850,26034.32
E01030851,27917.33
E01030852,26012.41
E01030853,26480.47
E01030854,28287.91
E01030855,37937.94
E01030856,28215.92
E01030857,27726.13
E01030858,28481.37
E01030859,30401.46
E01030860,29434.22
E01030861,35879.33
E01030862,23291.83
E01030863,31199.89
E01030864,28622.79
E01030865,25623
E01030866,33651.19
E01030867,26781.58
E01030868,31343.12
E01030869,25389.51
E01030870,31507.29
E01030871,26681.57
E01030872,24901.37
E01030873,26620.07
E01030874,31285.06
E01030875,25773.35
E01030876,32613.71
E01030877,25689.04
E01030878,28583.8
E01030879,29280.77
E01030880,29884.05
E01030881,36536.3
E01030882,33422.37
E01030883,35651.55
E01030884,24784.56
E01030885,22756.54
E01030886,27554.71
E01030887,34577.4
E01030888,31732.46
E01030889,26245.35
E01030890,27223.38
E01030891,29953.17
E01030892,28918.7
E01030893,29536
E01030894,36422.46
E01030895,23628.95
E01030896,24159.78
E01030897,28818.63
E01030898,31865.15
E01030899,31481.92
E01030900,29678.92
E01030901,23385.89
E01030902,30336.73
E01030903,28156.12
E01030904,26173.55
E01030905,26800.38
E01030906,29218.68
E01030907,34781.59
E01030908,32348.85
E01030909,30505.26
E01030910,29111.53
E01030911,26715.24
E01030912,25080.36
E01030913,25312.97
E01030914,26294.44
E01030915,26423.69
E01030916,28180.24
E01030917,35771.93
E01030918,29401.11
E01030919,38924.03
E01030920,28133.82
E01030921,26011.64
E01030922,31614.75
E01030923,38116.11
E01030924,38859.43
E01030925,37976.95
E01030926,29977.42
E01030927,24870.53
E01030928,25711.16
E01030929,30147.02
E01030930,34361.88
E01030931,30413.19
E01030932,26581.45
E01030933,26654.43
E01030934,30435.28
E01030935,30487.81
E01030937,26106.71
E01030938,26021.5
E01030939,30721.28
E01030940,27352.71
E01030941,35376.21
E01030942,29056.08
E01030943,24744.95
E01030944,37729.79
E01030945,31554.03
E01030946,24730.44
E01030947,27169.4
E01030948,30021.29
E01030949,27835.8
E01030950,27553.4
E01030951,29111.5
E01030952,20845.81
E01030953,30977.77
E01030954,29056.17
E01030955,31274.59
E01030956,29474
E01030957,26634.98
E01030958,30662.12
E01030959,29152.34
E01030960,28007.79
E01030961,29974.92
E01030962,26807.64
E01030963,41182.03
E01030964,35897.13
E01030965,36936.12
E01030966,33395.48
E01030967,32718.54
E01030968,30849.41
E01030969,36228.77
E01030970,28897.68
E01030971,24975.38
E01030972,27788.75
E01030973,27980.05
E01030974,27083
E01030975,27615.74
E01030976,28615.79
E01030977,29936.01
E01030978,32930.54
E01030979,32512.47
E01030980,21760.22
E01030981,19850.52
E01030982,22760
E01030983,24327.03
E01030984,22732.78
E01030985,21292.25
E01030986,33622.82
E01030987,37439.41
E01030988,33604.12
E01030989,32027.39
E01030990,42106.44
E01030991,30607.12
E01030992,35850.76
E01030993,30996.51
E01030994,28719.98
E01030995,26632.4
E01030996,38934.3
E01030997,30037.23
E01030998,38848.92
E01030999,47016.79
E01031000,33660.4
E01031001,31474.27
E01031002,39279.86
E01031003,39193.17
E01031004,29077.98
E01031005,22533.54
E01031006,22776.6
E01031007,26813.63
E01031008,22582.08
E01031009,23402.23
E01031010,20638.67
E01031011,27422.42
E01031012,23217.12
E01031013,25725.86
E01031014,25941.6
E01031015,21511.64
E01031016,23166.5
E01031017,23955.73
E01031018,25667.2
E01031019,26790.85
E01031020,27061.65
E01031021,25425.43
E01031022,26826.42
E01031023,25196.69
E01031024,24698.41
E01031025,23793.68
E01031026,22760.72
E01031027,25065.25
E01031028,25803.24
E01031029,25101.13
E01031030,23240.36
E01031031,24753.36
E01031032,24948.03
E01031033,24310.16
E01031034,26936.89
E01031035,24933.36
E01031036,27015.97
E01031037,22611.14
E01031038,25567.21
E01031039,25590.94
E01031040,25147.46
E01031041,27217.28
E01031042,27068.87
E01031043,20699.69
E01031044,20676.31
E01031045,23644.66
E01031046,19987.8
E01031047,21345.58
E01031048,23687.42
E01031049,25543.95
E01031050,24538.79
E01031051,25444.56
E01031052,22319.22
E01031053,21942.32
E01031054,24057.24
E01031055,28324.46
E01031056,23946.64
E01031057,20170.97
E01031058,23206.33
E01031059,22767.37
E01031060,23529.81
E01031061,27676.81
E01031062,25875.16
E01031063,21785.94
E01031064,22145.18
E01031065,21813.46
E01031066,21390.8
E01031067,22630.6
E01031068,24933.13
E01031069,24930.27
E01031070,25760.16
E01031073,24445.78
E01031074,21407.15
E01031075,21414.1
E01031077,24720.31
E01031078,24832.77
E01031079,22540.14
E01031080,21010.73
E01031081,23346.04
E01031082,29070.13
E01031083,26533.93
E01031084,26119.58
E01031085,26377.19
E01031086,24021.25
E01031087,23221.72
E01031088,26375.48
E01031089,25213.2
E01031090,20969.71
E01031091,24414.31
E01031092,22180.84
E01031093,24593.71
E01031094,22397.47
E01031095,21636.75
E01031096,24223.64
E01031097,24010.75
E01031098,22735.87
E01031099,25480.72
E01031100,29666.68
E01031101,30598.16
E01031102,26287.63
E01031103,27432.24
E01031104,26800.8
E01031105,23446.55
E01031106,24593.67
E01031107,23708.26
E01031108,27197.97
E01031109,23123.16
E01031110,26970.01
E01031111,32640.29
E01031112,25254.28
E01031113,25286.87
E01031114,24490.31
E01031115,21673.25
E01031116,20526.1
E01031117,22295.32
E01031118,21537.73
E01031119,20525.08
E01031120,29167.91
E01031121,30166.61
E01031122,27138.97
E01031123,30144.81
E01031124,27806.32
E01031125,25493.57
E01031127,22604.35
E01031129,26813.02
E01031130,23603.81
E01031131,21809.92
E01031132,24613.4
E01031133,21813.29
E01031134,28439.15
E01031135,26556.86
E01031136,26054.15
E01031137,25459.58
E01031138,29531.04
E01031139,31836.78
E01031140,25810.59
E01031141,25320.33
E01031142,21338.74
E01031143,28267.67
E01031144,24991.99
E01031145,23782.89
E01031146,24831.79
E01031147,30070.38
E01031148,25765.09
E01031149,26856.41
E01031150,26807.63
E01031151,26547.94
E01031152,25698.61
E01031153,24531.84
E01031154,27292.28
E01031155,30143.94
E01031156,25275.29
E01031157,26567.68
E01031158,25349.97
E01031159,25569.36
E01031160,26574.22
E01031161,24684.41
E01031162,26248.02
E01031163,23097.11
E01031164,25854.43
E01031165,23285.63
E01031166,26889.23
E01031167,26709.55
E01031168,24313.45
E01031169,22800.21
E01031170,22172.78
E01031171,25085.92
E01031172,22169.27
E01031173,21291.85
E01031174,23358.79
E01031175,29122.64
E01031176,24140.56
E01031177,23553.92
E01031178,24601.72
E01031179,26613.88
E01031180,24799.64
E01031181,25832.23
E01031182,21022.51
E01031183,24805.79
E01031184,26807.53
E01031185,22409.26
E01031186,22979.09
E01031187,26044
E01031188,24935.97
E01031189,23494.07
E01031190,25132.59
E01031191,28147.32
E01031192,23711.18
E01031193,22399.1
E01031194,25574.95
E01031195,29273.85
E01031196,25974.94
E01031197,28218.7
E01031198,26379.25
E01031199,24073.84
E01031200,27854.49
E01031201,29003.13
E01031202,27484.52
E01031203,24245.31
E01031204,22806.8
E01031205,28831.48
E01031206,25310.72
E01031207,25170.41
E01031208,26648.82
E01031209,25248.4
E01031210,27494.81
E01031211,24773.29
E01031212,25046.38
E01031213,25908.51
E01031214,27062.03
E01031215,22897.2
E01031216,24883.88
E01031217,28207.54
E01031218,28316.81
E01031219,27627.8
E01031220,25469.42
E01031221,22886.05
E01031222,26824.57
E01031223,26496.7
E01031224,26030.7
E01031225,28430.2
E01031227,27030.7
E01031228,28867.84
E01031229,24633.03
E01031230,27224.88
E01031231,23784.83
E01031232,27632.36
E01031233,25576.1
E01031234,23986.72
E01031235,24876.45
E01031236,24904.74
E01031237,26117.07
E01031238,22352.81
E01031239,24780.74
E01031240,23327.64
E01031241,24704.85
E01031242,23004.51
E01031243,26597.49
E01031244,26586.22
E01031245,24325.6
E01031246,24575.37
E01031247,26569.87
E01031248,27230.22
E01031249,24904.05
E01031250,27839.01
E01031251,30960.81
E01031252,27836.65
E01031253,26094.8
E01031254,29217.36
E01031255,33375.84
E01031256,30310.88
E01031257,25320.31
E01031258,25647.21
E01031259,33931.66
E01031260,24891.07
E01031261,20755.37
E01031262,24127.2
E01031263,20587.38
E01031264,21186.06
E01031265,22116.69
E01031266,20772.56
E01031267,28981.6
E01031268,31927.38
E01031269,30370.64
E01031271,24282.8
E01031272,26451.16
E01031273,19377.03
E01031274,22970.21
E01031275,27453.14
E01031276,22959.45
E01031277,26090.46
E01031278,29769.23
E01031279,24990.14
E01031280,29712.99
E01031281,31688.84
E01031282,25560.5
E01031283,29640.51
E01031284,34424.29
E01031285,29341.15
E01031286,25660.35
E01031287,29743.88
E01031288,32311.63
E01031289,27907.86
E01031290,28863.97
E01031291,23567.03
E01031292,30051.95
E01031293,28803.46
E01031294,30612.4
E01031295,35017.09
E01031296,30315.77
E01031297,25555.49
E01031298,26765.09
E01031299,36729.81
E01031300,31317.3
E01031301,29627.16
E01031302,26393.71
E01031303,27165.45
E01031304,26667.87
E01031305,33177.65
E01031306,26465.4
E01031307,28757.39
E01031308,28663.68
E01031309,24822.85
E01031310,27366.48
E01031311,24073.4
E01031312,23445.03
E01031313,27328.36
E01031314,26742.83
E01031315,31575.21
E01031316,25258.91
E01031317,32178.52
E01031318,33042.07
E01031319,27181.27
E01031320,28004.36
E01031321,22459.93
E01031322,27155.83
E01031323,25876.59
E01031324,26354.39
E01031325,23473.41
E01031327,23775.07
E01031328,27130.96
E01031329,27068.17
E01031330,26141.64
E01031331,27401.5
E01031332,22381.6
E01031333,22797.34
E01031334,25152.44
E01031335,27785.46
E01031336,19265.31
E01031337,25843.79
E01031338,24607.56
E01031339,26589.83
E01031340,27826.29
E01031341,22254.41
E01031342,23123.58
E01031343,23589.7
E01031344,22692.13
E01031345,23690.52
E01031346,23511.78
E01031347,22545.97
E01031348,21987.89
E01031349,23772.32
E01031350,23218.67
E01031351,23952.58
E01031352,23778.05
E01031353,27191.84
E01031354,24409.75
E01031355,24188.84
E01031356,25487.45
E01031357,25163.67
E01031358,23580.82
E01031359,24569.91
E01031360,23341.38
E01031361,23360.85
E01031362,25312.37
E01031363,23737.4
E01031364,23752.3
E01031365,24506.44
E01031366,23446.67
E01031367,27944.81
E01031368,25096.47
E01031369,24430.22
E01031370,23663.65
E01031371,21514.57
E01031372,23334.53
E01031373,23760.77
E01031374,24971.46
E01031375,24413.28
E01031376,22875.76
E01031377,22522.09
E01031378,22589.52
E01031379,22947.96
E01031380,27919.14
E01031381,24869.66
E01031382,22873.6
E01031383,27401.82
E01031384,25561.52
E01031385,23259.72
E01031386,23379.68
E01031387,23077.65
E01031388,26107.26
E01031389,28775.62
E01031390,23798.3
E01031391,24400.06
E01031392,23612.42
E01031393,25753.27
E01031394,23483.45
E01031395,24419.06
E01031396,25313.24
E01031397,25903.74
E01031398,24331.58
E01031399,25456.64
E01031400,21939.63
E01031401,23854.69
E01031402,22832.14
E01031403,22469.89
E01031404,20483.64
E01031405,22231.48
E01031406,22779.8
E01031407,25472.67
E01031408,23733.92
E01031409,22063.67
E01031410,23108.97
E01031411,28355.43
E01031412,27157.55
E01031413,23732.71
E01031414,22886.16
E01031415,23352.33
E01031416,28590.83
E01031417,22929.86
E01031418,24355.36
E01031419,22648.95
E01031420,24866.99
E01031421,23910.27
E01031422,26937.8
E01031423,24345.36
E01031424,25788.85
E01031425,27449.43
E01031426,23448.75
E01031427,20749.01
E01031428,23821.79
E01031429,20507.66
E01031430,22205.98
E01031431,22034.95
E01031432,21731.07
E01031433,21324.08
E01031434,21698.08
E01031435,23459.88
E01031436,20541.76
E01031437,21969.8
E01031438,22857.16
E01031439,24939.81
E01031440,23150.93
E01031441,21983.31
E01031442,21337.22
E01031443,21884.49
E01031444,21715.99
E01031445,23145.34
E01031446,23453.72
E01031447,22909.39
E01031448,23079.32
E01031449,23153.03
E01031450,21696.04
E01031451,22650.62
E01031452,23314.87
E01031453,22103.7
E01031454,22056.56
E01031455,22131.4
E01031456,20954.15
E01031457,23970.6
E01031458,28138.93
E01031459,23446.6
E01031460,25071.83
E01031461,25003.98
E01031462,22586.47
E01031463,24583.79
E01031464,22517.59
E01031465,25714.65
E01031466,26981.05
E01031467,23264.17
E01031468,23967.82
E01031469,23350.84
E01031470,24395.2
E01031471,24785.11
E01031472,24397.74
E01031473,22153.81
E01031474,24736.73
E01031475,26654.72
E01031476,26437.59
E01031477,23500.65
E01031478,27537.87
E01031479,25376.72
E01031480,24756.64
E01031481,24147.22
E01031482,22894.07
E01031483,22617.85
E01031484,23751.93
E01031485,30520.54
E01031486,26123.4
E01031487,31487.4
E01031488,23781.49
E01031489,25367.53
E01031490,23958.03
E01031491,24266.23
E01031492,23069.8
E01031493,26335.02
E01031494,22400.16
E01031495,24406.02
E01031496,27356.36
E01031497,26223.62
E01031498,23000.59
E01031499,22626.87
E01031500,22955.96
E01031501,21286.97
E01031502,32561.13
E01031503,27267.48
E01031504,23681.9
E01031505,26713.54
E01031506,26695.91
E01031507,26156.53
E01031508,25790.13
E01031509,25130.63
E01031511,22989.68
E01031512,22491.5
E01031513,24706.58
E01031514,24273.36
E01031515,22729.22
E01031516,24695.6
E01031517,29546.7
E01031518,30148.8
E01031519,22625.4
E01031520,27348.86
E01031521,27525.68
E01031522,22887.05
E01031523,22489.99
E01031524,21035.05
E01031525,22159.42
E01031526,22824.06
E01031527,23729.96
E01031528,22177.3
E01031529,25143.38
E01031530,24480.61
E01031531,25511.47
E01031532,16633.62
E01031533,22702.54
E01031534,25694.16
E01031535,23847.23
E01031536,23435.89
E01031538,24790.15
E01031539,24525.04
E01031540,24364.36
E01031541,22829.41
E01031542,26042.33
E01031543,24345.71
E01031544,23074.33
E01031545,24014.89
E01031546,25322.27
E01031547,26155.21
E01031548,24118.16
E01031549,24349.01
E01031550,25535.59
E01031551,25141.04
E01031552,25233.11
E01031553,22013.92
E01031554,26788.72
E01031555,22586.86
E01031556,24764.14
E01031557,26823.62
E01031558,21740.07
E01031559,25177.89
E01031560,26483.66
E01031561,27973.01
E01031562,24318.57
E01031563,28951.56
E01031564,26713.57
E01031565,24521.09
E01031566,28009.01
E01031567,27531.03
E01031568,26586.22
E01031569,25562.16
E01031570,26574.95
E01031571,24826.5
E01031572,24429.18
E01031573,23572.17
E01031574,26096.8
E01031575,23145.33
E01031576,22389.98
E01031577,24025.73
E01031578,31724.29
E01031579,29555.1
E01031580,33163.07
E01031581,34741.15
E01031582,31878.81
E01031583,24782.6
E01031584,24027.61
E01031585,24910.53
E01031586,25467.52
E01031587,32048.07
E01031588,31840.3
E01031589,29062.57
E01031590,32005.98
E01031591,26947.84
E01031592,34647.47
E01031593,31038.05
E01031594,25424.2
E01031595,24983.79
E01031596,23688.03
E01031597,27684.12
E01031598,24696.03
E01031599,26359.58
E01031600,26306.11
E01031601,25619.04
E01031603,28337.22
E01031604,24685.14
E01031605,24682.98
E01031606,24401.52
E01031607,24136.59
E01031608,24927.02
E01031609,24258.21
E01031610,25495.08
E01031611,25671.05
E01031612,29008.8
E01031613,28959.45
E01031614,24834.21
E01031615,28324.13
E01031616,24290.94
E01031617,25374.12
E01031618,25250.19
E01031619,30487.24
E01031620,25493.96
E01031621,36761.26
E01031622,28515.82
E01031623,27756.71
E01031624,26478.26
E01031625,28199.7
E01031626,26742.79
E01031627,30103.88
E01031628,26830.07
E01031629,28892.52
E01031630,25066.06
E01031631,23032.46
E01031632,26534.38
E01031633,27087.71
E01031634,26566.44
E01031635,27255.14
E01031636,26716.9
E01031637,26055.62
E01031638,29889.65
E01031639,30650.47
E01031640,33673.1
E01031641,25551.76
E01031642,24823.48
E01031643,24275.8
E01031644,31749.19
E01031645,34797.76
E01031646,33588.6
E01031647,28666.57
E01031648,28539.91
E01031649,29992.82
E01031650,35107.06
E01031651,28911.45
E01031652,24475.23
E01031653,28303.96
E01031654,31323.83
E01031655,27723.57
E01031656,26489.55
E01031657,25656.75
E01031658,25685.07
E01031659,28537.6
E01031660,28584.08
E01031661,30876.06
E01031662,26437.93
E01031663,23809.78
E01031664,27847.46
E01031665,26488.73
E01031666,30626.46
E01031667,26768.92
E01031668,27771.49
E01031669,25299.77
E01031670,28427.74
E01031671,25852.56
E01031672,30186.53
E01031673,26432.86
E01031674,27221.55
E01031675,29743.76
E01031676,29288.38
E01031677,26971.42
E01031678,32001.99
E01031679,34466.68
E01031680,33537.94
E01031681,27039.66
E01031682,31568.8
E01031683,26326.49
E01031684,28622.61
E01031685,25110.4
E01031686,26182.98
E01031687,23046.41
E01031688,27221.42
E01031689,30238.07
E01031690,28536.41
E01031691,27811.88
E01031692,27174.09
E01031693,27246.99
E01031694,27909.5
E01031695,28788.52
E01031696,26311.04
E01031697,30684.01
E01031698,26799.69
E01031699,30897.13
E01031700,30481.38
E01031701,26117.35
E01031702,31902.45
E01031703,31759.79
E01031704,27988.34
E01031705,25212.26
E01031706,27692.41
E01031707,27494.96
E01031708,25123.46
E01031709,26743.25
E01031710,27498.32
E01031711,27812.77
E01031712,25785.09
E01031713,28670.39
E01031714,27137.07
E01031715,31200.63
E01031716,23298.31
E01031717,25070.92
E01031718,29347.88
E01031719,29077.28
E01031720,30909.83
E01031721,24763.83
E01031722,27764.19
E01031723,30744.15
E01031724,31717.58
E01031725,30469.83
E01031726,27800.1
E01031727,31299.86
E01031728,31145.09
E01031729,31818.58
E01031730,26878.58
E01031731,23362.88
E01031732,25753.29
E01031733,26593.14
E01031734,30266.65
E01031735,29987.13
E01031736,30939.03
E01031737,26578.87
E01031738,31492.71
E01031739,29954.92
E01031740,28371.51
E01031741,26459.81
E01031742,26038.96
E01031743,23913.26
E01031744,28634.33
E01031745,27680.52
E01031746,24557.45
E01031747,28076.9
E01031748,28201.92
E01031749,30329.72
E01031750,24874.95
E01031751,28068.02
E01031752,24956.27
E01031753,30040.34
E01031754,28159.11
E01031755,27531.61
E01031756,33195.05
E01031757,24911.59
E01031758,33846.32
E01031759,30928.78
E01031760,34113.58
E01031761,27992.68
E01031763,37754.45
E01031764,30074.36
E01031765,26561.56
E01031766,27650.66
E01031767,28355.29
E01031768,29976.72
E01031769,25868.47
E01031770,25206.17
E01031771,23639.68
E01031772,28006.26
E01031773,33255.11
E01031774,32263.42
E01031775,32293.4
E01031776,23901.72
E01031777,22964.94
E01031778,25685.71
E01031779,22300.93
E01031780,24749.68
E01031781,24371.34
E01031782,25273.97
E01031783,22217.2
E01031784,24500.36
E01031785,23530.82
E01031786,22476.69
E01031787,22131.46
E01031788,23066.91
E01031789,22845.5
E01031790,22362.16
E01031791,22478.02
E01031792,24368.81
E01031793,25239.57
E01031794,24060.4
E01031795,23374.75
E01031796,22928.51
E01031797,27359.12
E01031798,24413.91
E01031799,23200.11
E01031800,25250.3
E01031801,23541.9
E01031802,24323.89
E01031803,29236.33
E01031804,27071.91
E01031805,26573.3
E01031806,23052.31
E01031807,23076.36
E01031808,22056.87
E01031809,23479.21
E01031810,23541.21
E01031811,23414.52
E01031812,26514.93
E01031813,23854.69
E01031814,26044.75
E01031815,25923.14
E01031816,24997.72
E01031817,24698.9
E01031818,24604.45
E01031819,22762.98
E01031820,26090.06
E01031821,24360.67
E01031822,26254
E01031823,29728.78
E01031824,30188.67
E01031825,24023.13
E01031826,23805.24
E01031827,23770.57
E01031828,29184.41
E01031829,26692.54
E01031830,22146.53
E01031831,24617.47
E01031832,23160.29
E01031833,22662.35
E01031834,24157.83
E01031835,23574.08
E01031836,22792.46
E01031837,25962.37
E01031838,26459.93
E01031839,24258.3
E01031840,24638.99
E01031841,25573.27
E01031842,26767.85
E01031843,25638.83
E01031844,26660.63
E01031845,25941.32
E01031846,24949.89
E01031847,25870.6
E01031848,27396.09
E01031849,27315.82
E01031850,24643.06
E01031851,23339.7
E01031852,24889.2
E01031853,23867.85
E01031854,22391.34
E01031855,27728.54
E01031856,23003.75
E01031857,24657.41
E01031858,26520.74
E01031859,24454.95
E01031860,25540.7
E01031861,24976.71
E01031862,22958.63
E01031863,26760.07
E01031864,34831.67
E01031865,25849.92
E01031866,24479.6
E01031867,27166.31
E01031868,26300.84
E01031869,23643.45
E01031870,26416.04
E01031871,25545.56
E01031872,24291.11
E01031873,26181.44
E01031874,27025.63
E01031876,24979.43
E01031877,26641.66
E01031878,25365.53
E01031879,14930.53
E01031880,18335.87
E01031882,23493.35
E01031883,26102.81
E01031884,27257.85
E01031885,27949.81
E01031886,27655.39
E01031887,27889.68
E01031888,25133.59
E01031889,23453.57
E01031890,25863.09
E01031891,27632.45
E01031892,26076.07
E01031893,26570.44
E01031894,28969.32
E01031895,23834.83
E01031896,22962.53
E01031897,25725.04
E01031898,23010.6
E01031900,26077.85
E01031901,24512.83
E01031902,25214.88
E01031903,26737.53
E01031904,27056.35
E01031905,33247.91
E01031906,29173.11
E01031907,31516.21
E01031908,24416.58
E01031909,27497.73
E01031910,25434.36
E01031911,24003.71
E01031912,23252.78
E01031913,27713.63
E01031914,22853.04
E01031915,26097.7
E01031916,24770.31
E01031917,24233.96
E01031918,26547.23
E01031919,28887.06
E01031920,25804.01
E01031921,28671.55
E01031922,26061.59
E01031923,26676.92
E01031924,28291.94
E01031925,23173.8
E01031926,25335.44
E01031927,29681.99
E01031928,23082.48
E01031929,24580.47
E01031930,19995.91
