AREACD,P50
E01002528,23387.16
E01002529,25960.84
E01002530,23161.74
E01002531,28841.6
E01002532,25328.48
E01002533,27704
E01002534,28481.84
E01002535,29749.83
E01002536,29980.39
E01002537,31802.25
E01002538,27929.4
E01002539,30839.09
E01002540,22065.81
E01002541,24968.7
E01002542,21233.07
E01002543,22477.74
E01002544,25331.37
E01002545,21912.68
E01002546,23506.97
E01002547,23233.44
E01002548,24148.12
E01002549,25835.38
E01002550,24808.5
E01002551,24635.33
E01002552,25617.76
E01002553,24260.03
E01002554,25347.74
E01002555,27336.14
E01002556,24768.73
E01002557,25561.91
E01002558,25726.03
E01002559,25585.38
E01002560,26562.31
E01002561,25282.43
E01002562,23845.06
E01002563,28704.61
E01002564,24544.75
E01002565,26555.52
E01002566,24004.22
E01002567,28836.47
E01002568,26249.84
E01002569,35574.1
E01002570,32353.7
E01002571,36853.96
E01002572,24929.54
E01002573,36997.68
E01002574,33582.67
E01002575,38632.71
E01002576,28772.69
E01002577,33131.23
E01002578,32282.11
E01002579,32473.43
E01002580,29357.84
E01002581,34737.85
E01002582,33210.64
E01002583,24800.54
E01002584,23280.87
E01002585,22762.82
E01002586,24116.88
E01002587,23543.03
E01002588,22564.09
E01002589,21760.66
E01002590,25432.04
E01002591,24634.75
E01002592,24835.82
E01002593,24983.66
E01002594,26124.55
E01002595,24999.77
E01002596,25512.81
E01002598,24941.97
E01002599,25073.37
E01002600,25249.25
E01002601,27528.48
E01002602,28000.04
E01002603,25839.92
E01002604,21338.4
E01002605,24069.02
E01002606,21705.6
E01002607,23882.44
E01002608,24288.18
E01002609,25298.61
E01002610,23804.6
E01002611,26288.89
E01002612,23871.26
E01002613,25592.48
E01002614,27020.23
E01002615,22968.82
E01002616,25023.3
E01002617,28072.49
E01002618,25194.11
E01002619,23916.81
E01002620,22672.45
E01002621,22169.14
E01002622,24750.97
E01002623,22781.61
E01002624,23033.48
E01002625,25348.07
E01002626,24965.18
E01002627,21307.41
E01002628,24678.39
E01002629,24757.13
E01002630,23668.36
E01002631,22671.37
E01002632,25322.63
E01002633,21880.13
E01002634,20649.79
E01002635,25288.23
E01002636,25124.98
E01002637,21687.29
E01002638,22605.03
E01002639,23267.3
E01002640,22938.84
E01002641,23839.63
E01002642,23121.94
E01002643,25013.45
E01002645,23728.82
E01002646,22053.7
E01002647,23319.39
E01002648,22737.26
E01002649,23943.61
E01002650,22899.98
E01002651,23208.6
E01002652,24405.97
E01002653,26361.55
E01002654,25779.19
E01002655,26323.72
E01002656,28562.77
E01002657,28332.66
E01002658,30169.33
E01002659,26020.88
E01002660,24716.87
E01002661,24023.25
E01002662,23875.12
E01002663,22772.16
E01002664,23736.72
E01002665,23343.26
E01002666,23133.41
E01002667,26326.72
E01002668,29443.44
E01002669,23567.55
E01002670,27411.08
E01002671,28125.06
E01002672,24825.36
E01002673,20615.68
E01002674,28291.04
E01002675,30351.57
E01002676,28546.73
E01002677,27836.26
E01002678,26353
E01002679,26885.32
E01002680,29421.01
E01002681,25842.26
E01002682,28026.9
E01002683,29153.91
E01002684,27468.42
E01002686,23585.31
E01002687,32809.42
E01002689,29059.82
E01002690,34690.47
E01002691,27928.67
E01002692,30303.33
E01002693,29161.48
E01002694,23418.52
E01002695,28796.48
E01002696,34446.57
E01002697,22988.95
E01002698,35449.49
E01002699,30616.98
E01002700,39800.72
E01002701,27542.81
E01002702,23558.32
E01002703,27123.66
E01002704,26311.57
E01002706,26663.54
E01002707,27308.4
E01002708,25473.42
E01002709,27868.54
E01002710,26160.96
E01002711,27253.33
E01002712,28332.85
E01002713,25420.87
E01002714,30837.49
E01002715,22293.87
E01002716,27341.2
E01002717,29027.65
E01002718,34214.26
E01002719,36632.49
E01002720,23686.69
E01002721,28915.45
E01002722,27697.77
E01002723,25963.47
E01002724,34951.79
E01002725,24670.71
E01002726,27490.43
E01002727,31205.01
E01002728,25631.66
E01002729,30655.56
E01002730,26990.31
E01002731,28527.66
E01002732,24964.12
E01002733,32177.53
E01002734,22667.12
E01002735,26280.47
E01002736,23318.98
E01002737,23594.99
E01002738,32657.25
E01002739,32178.63
E01002740,41814.93
E01002741,23758.18
E01002742,34925.66
E01002743,29023.82
E01002744,30960.8
E01002745,33712.01
E01002747,30511.7
E01002748,25024.68
E01002749,29589.49
E01002751,22654.93
E01002752,29400.74
E01002753,26578.99
E01002754,30632.9
E01002755,25262.13
E01002756,29010.39
E01002757,26975.2
E01002758,22475.71
E01002759,29777.89
E01002760,24690.35
E01002762,29777.23
E01002763,26839.81
E01002764,24592.01
E01002765,25803.14
E01002766,25008.57
E01002767,24817.35
E01002768,26953.77
E01002769,30543.1
E01002770,27169.6
E01002771,25661.87
E01002772,26182.05
E01002773,24365.91
E01002774,26579.38
E01002775,32529.37
E01002776,30135.16
E01002777,29657.1
E01002778,23318.96
E01002779,29680.73
E01002780,30836.18
E01002781,25054.63
E01002782,21991.13
E01002783,25983.36
E01002784,25093.58
E01002785,29646.86
E01002786,24377.71
E01002787,25971.7
E01002788,29505.14
E01002789,33905.5
E01002790,26592.98
E01002791,32359.88
E01002792,32956.4
E01002793,27237.55
E01002794,31739.21
E01002795,31688.24
E01002796,30570.06
E01002797,29291.1
E01002798,33785.04
E01002799,26476.57
E01002800,23323.86
E01002801,36669.61
E01002802,35981.21
E01002803,32014.3
E01002804,25138.73
E01002805,29520.46
E01002806,29168.47
E01002807,25264.36
E01002808,28295.08
E01002809,25448.33
E01002810,25706.93
E01002811,23740.83
E01002812,39849.13
E01002813,34201.16
E01002814,25349.35
E01002815,28763.22
E01002816,34975.96
E01002817,30243.55
E01002818,30900.94
E01002819,33701.61
E01002820,33594.03
E01002821,30873.36
E01002822,41105.1
E01002823,24672.85
E01002824,36371.36
E01002825,35235.91
E01002826,34113.58
E01002827,40233.53
E01002828,31166
E01002829,24429.35
E01002830,24934.33
E01002831,24916.05
E01002832,24769.76
E01002833,31970.86
E01002834,32613.47
E01002835,41184.66
E01002836,37209.15
E01002837,38425.07
E01002838,35486.36
E01002839,24620.29
E01002840,23922.78
E01002841,24710.93
E01002842,23261.86
E01002843,25259.6
E01002844,32562.72
E01002845,24570.66
E01002846,27466.01
E01002847,30000.01
E01002848,26606.41
E01002849,30677.2
E01002850,28033.82
E01002851,25146.87
E01002852,23852.78
E01002853,24078.66
E01002854,21869.12
E01002855,23071.53
E01002856,24703.13
E01002857,21505.28
E01002858,27527.69
E01002859,33040.9
E01002860,35889.34
E01002861,29307.96
E01002862,27336.24
E01002863,32518.21
E01002864,28408.85
E01002865,32376.32
E01002866,28859.85
E01002867,26247.04
E01002868,34132.33
E01002869,30214.24
E01002870,24438.05
E01002871,37224.82
E01002872,24606.14
E01002873,29620.05
E01002874,27524.52
E01002875,31478.46
E01002876,27203.99
E01002877,24144.29
E01002878,25099.65
E01002879,24200.9
E01002880,23270.96
E01002881,23767.5
E01002882,24212.33
E01002883,32796.13
E01002884,30246.81
E01002885,31775.41
E01002886,33008.87
E01002887,37487.28
E01002888,32908.96
E01002889,30699.96
E01002890,34658
E01002891,29219.12
E01002892,36098.26
E01002893,29298.1
E01002894,36254.16
E01002895,39987.12
E01002896,36413.23
E01002897,30614.64
E01002898,33812.31
E01002899,25472.91
E01002900,34274.53
E01002901,30434.03
E01002902,31930.12
E01002903,37215.28
E01002904,21957.98
E01002905,25275.35
E01002906,25052.75
E01002907,22578.43
E01002908,26938.93
E01002909,26057.6
E01002910,29297.69
E01002911,34775.86
E01002912,30913.61
E01002913,28722.87
E01002914,32432.82
E01002915,27857.17
E01002916,28631.18
E01002917,31785.73
E01002918,24912.48
E01002919,24097.53
E01002920,29972.36
E01002921,28436.95
E01002922,33279.46
E01002923,23410.18
E01002924,37343.19
E01002925,31474.54
E01002926,31785.4
E01002927,25597.69
E01002928,27427.17
E01002929,36073.77
E01002930,26533.02
E01002931,30766.2
E01002932,22994.85
E01002933,26627.67
E01002934,30122.71
E01002935,30383.41
E01002937,34573.25
E01002938,31436.3
E01002939,25608.59
E01002940,25326.97
E01002941,26574.71
E01002942,29026.41
E01002943,26103.04
E01002944,28481.32
E01002945,27756.87
E01002946,28840.6
E01002947,27934.68
E01002948,25946.62
E01002949,29422.79
E01002950,24141.6
E01002951,33085.93
E01002952,35543.9
E01002953,30512.24
E01002954,27953.76
E01002955,22110.7
E01002956,26887.79
E01002957,19986.18
E01002958,31522.89
E01002959,37792.81
E01002960,31889.14
E01002961,33020.62
E01002962,25692.21
E01002963,26569.43
E01002964,24623.91
E01002965,26875.11
E01002966,29839.68
E01002967,36459.7
E01002968,27228.77
E01002969,19279.25
E01002970,23804.2
E01002971,28396.51
E01002972,25056.27
E01002973,23195.89
E01002974,27371.77
E01002975,25825.58
E01002976,29437.77
E01002977,25201
E01002978,30482.11
E01002979,30449.4
E01002980,28539.79
E01002981,27006.7
E01002982,26881.43
E01002983,30367.59
E01002984,25543.15
E01002985,24376.66
E01002986,26522.4
E01002987,30101.67
E01002988,35055.52
E01002989,41220.92
E01002990,34391.68
E01002991,34262.33
E01002992,30688.01
E01002993,32155.5
E01002994,33019.07
E01002995,39153.62
E01002996,31781.26
E01002997,36510.68
E01002998,26497.97
E01002999,29975.82
E01003000,25093.75
E01003001,26930.28
E01003002,28340.38
E01003003,25633.97
E01003004,27186.7
E01003005,27783.72
E01003006,32644.89
E01003007,29131.48
E01003008,32529.81
E01003009,28556.72
E01003010,34692.77
E01003011,33206.27
E01003013,39556.62
E01003014,26381.41
E01003015,23815.3
E01003016,27858.38
E01003017,27449.52
E01003018,32178.07
E01003019,34598.45
E01003020,28582.64
E01003021,25282.71
E01003022,30788.78
E01003023,28682.71
E01003024,22326.68
E01003025,24755.16
E01003026,41589.62
E01003027,49281.8
E01003028,35216.69
E01003029,31087.09
E01003030,42971.3
E01003031,27793.7
E01003032,26862.47
E01003033,37809.01
E01003034,28386.65
E01003035,32716.42
E01003036,31790.51
E01003037,26370.77
E01003038,38732.01
E01003039,43142.79
E01003040,34419.21
E01003041,26197.49
E01003042,28457.4
E01003043,30953.62
E01003044,22956.95
E01003045,24074.15
E01003046,22502.74
E01003047,25554.27
E01003048,21407.25
E01003049,23272.68
E01003050,30704.24
E01003051,27129.92
E01003052,22448.84
E01003053,36200.87
E01003054,40998.28
E01003055,28463.78
E01003056,31945.79
E01003057,25020.34
E01003058,33927.94
E01003059,25098.39
E01003060,22708.1
E01003061,26339.28
E01003062,28327.97
E01003063,24203.24
E01003064,34675.51
E01003065,23763.44
E01003066,25521.46
E01003067,29021.72
E01003068,26972.39
E01003069,25458.53
E01003070,24866.96
E01003071,30643.38
E01003072,31691.6
E01003073,25489.19
E01003074,27564.87
E01003075,22257.83
E01003076,27519.8
E01003077,29563.67
E01003078,33197.34
E01003079,25030.2
E01003080,28184.3
E01003081,24615.65
E01003082,25638.7
E01003083,26761.06
E01003084,30611.1
E01003085,27419.39
E01003086,23200.5
E01003087,22142.58
E01003088,27367.14
E01003089,22721.87
E01003090,32432.96
E01003091,26048.74
E01003092,24093.51
E01003093,25089.76
E01003094,27846.13
E01003095,32006.76
E01003096,32113.68
E01003097,25168
E01003098,28144.64
E01003099,25539.9
E01003100,36033.56
E01003101,25053.99
E01003102,29623.85
E01003104,29377.2
E01003105,26534.1
E01003106,28383.97
E01003107,30943.03
E01003108,24558.12
E01003109,26142.67
E01003110,33136.38
E01003111,22710.19
E01003112,26906.32
E01003113,27929.45
E01003114,29307.93
E01003115,26923.79
E01003116,27849.42
E01003117,30411.04
E01003118,29523.47
E01003119,29391.48
E01003120,26252.14
E01003121,22133.54
E01003122,29006.9
E01003123,28789.85
E01003124,24818.39
E01003125,22869.57
E01003126,24863.96
E01003127,27139.97
E01003128,22990.05
E01003129,28836.06
E01003130,28018.34
E01003131,30525.95
E01003132,24421.64
E01003133,29471.17
E01003134,27812.96
E01003135,26727.86
E01003136,27762.92
E01003137,24484.06
E01003138,36840.8
E01003139,24477.09
E01003140,25402.8
E01003141,25435.03
E01003142,23458.05
E01003143,24343.21
E01003144,29423.21
E01003145,26663.1
E01003146,24521.32
E01003147,26156.08
E01003148,30078.17
E01003149,29460.32
E01003150,24971.67
E01003151,24652.84
E01003152,30735.54
E01003153,31400.22
E01003154,24850.54
E01003155,28384.81
E01003156,29762.16
E01003157,37370.06
E01003158,41518.01
E01003159,25223.74
E01003160,22262.37
E01003161,35237.08
E01003162,22879.27
E01003163,28187.19
E01003164,26842.77
E01003165,28291.5
E01003166,28295.17
E01003167,33193.14
E01003168,24610.14
E01003169,29215.73
E01003170,35478.32
E01003171,28617.41
E01003172,25242.82
E01003173,29416.76
E01003174,22714.35
E01003175,24896.64
E01003176,24123.53
E01003177,26581.88
E01003178,32607.92
E01003179,21621.25
E01003180,27612.3
E01003181,25959.89
E01003182,25868.26
E01003183,24782.08
E01003184,21969.08
E01003185,29294.04
E01003186,31958.32
E01003187,27925.59
E01003188,23384.7
E01003189,23069.27
E01003190,23371.79
E01003191,23735.43
E01003192,21976.53
E01003193,25166.31
E01003194,24236.28
E01003195,26480.06
E01003196,22851.5
E01003197,23520.41
E01003198,30310.56
E01003199,33120.54
E01003200,36793.1
E01003201,24865.57
E01003202,36066.53
E01003203,25683.7
E01003204,29879.42
E01003205,24233.83
E01003206,34936.67
E01003207,24166.14
E01003209,23082.7
E01003210,26583.29
E01003211,27767.71
E01003212,25811.52
E01003213,26543.37
E01003214,23485.35
E01003215,23384.69
E01003216,26053.07
E01003217,26306.68
E01003218,27972.84
E01003219,27751.42
E01003220,27007.61
E01003221,25265.59
E01003222,26208.89
E01003223,26861.32
E01003224,25684.77
E01003225,30949.2
E01003226,28567.71
E01003227,30396
E01003228,30249.35
E01003229,24866
E01003230,25997.26
E01003231,24810.07
E01003232,28906.61
E01003233,26635.19
E01003235,24462.22
E01003236,22463.12
E01003237,23028.27
E01003238,22785.71
E01003239,22726.66
E01003240,23000.61
E01003241,23616.14
E01003243,22722.91
E01003244,19887.87
E01003245,23324.36
E01003246,22443.03
E01003247,28617.85
E01003248,22364.28
E01003249,25030.62
E01003250,25395.79
E01003251,21104.4
E01003252,19527.16
E01003253,22122.33
E01003254,30908.97
E01003255,28625.98
E01003256,25873.01
E01003257,25480.67
E01003258,21866.13
E01003259,26757.92
E01003260,27744.57
E01003261,27831.92
E01003262,26453.57
E01003263,24286.52
E01003264,24941.29
E01003265,22427.3
E01003266,22922.22
E01003267,23295.4
E01003268,26477.49
E01003269,25140.64
E01003270,27934.01
E01003271,28443.09
E01003272,26770.15
E01003273,28121.98
E01003274,28439.08
E01003275,24263.26
E01003276,29286.69
E01003277,26098.6
E01003278,25675.71
E01003279,29596.74
E01003280,25551.21
E01003281,28785.97
E01003282,27590.48
E01003283,32021.6
E01003284,29831.58
E01003285,28059.12
E01003286,24582.79
E01003287,31691.54
E01003288,22207.46
E01003290,26444.47
E01003291,23577.43
E01003292,29077.39
E01003293,26372.44
E01003295,25239.27
E01003296,30581.64
E01003297,23461.01
E01003298,22108.1
E01003299,24714.5
E01003300,21123.6
E01003301,25604.3
E01003302,23567.87
E01003303,21549.18
E01003304,23941.07
E01003305,24990.37
E01003307,28304
E01003308,26989.34
E01003309,21884.3
E01003310,26638.23
E01003311,28622.9
E01003312,28561.67
E01003313,23179.87
E01003314,29373.7
E01003315,27198.4
E01003316,30777.9
E01003317,26315.54
E01003318,24507.13
E01003319,23320.28
E01003320,24342.97
E01003321,25982.02
E01003322,26257.13
E01003323,25699.94
E01003324,22822.52
E01003325,24555.65
E01003326,26302.6
E01003327,26960.42
E01003328,27162.06
E01003329,26535.64
E01003330,22518.19
E01003331,24778.77
E01003332,25141.53
E01003333,25960.71
E01003334,25730.2
E01003335,23678.8
E01003336,21940
E01003337,22002.37
E01003338,22496.79
E01003339,24713.43
E01003340,27351.74
E01003341,28478.04
E01003342,26686.45
E01003343,26700.01
E01003344,25013.89
E01003345,26834.01
E01003346,23116.41
E01003347,21972.18
E01003348,25433.78
E01003349,22582.78
E01003350,22102.84
E01003351,23504.01
E01003352,22828.57
E01003353,25505.93
E01003354,26454.98
E01003355,34097.65
E01003356,29956.96
E01003357,23293.77
E01003358,36410.17
E01003359,29751.82
E01003360,34586.75
E01003361,25949.36
E01003362,29081.2
E01003363,28808.63
E01003364,28749.18
E01003365,29824.14
E01003366,27217.77
E01003367,30453.19
E01003368,26194.33
E01003369,28356.12
E01003370,29098.84
E01003371,29463.73
E01003372,22220.59
E01003373,22143.78
E01003374,22219.1
E01003375,24783.4
E01003376,24030.45
E01003377,20950.77
E01003378,24115.77
E01003379,22557.39
E01003380,33031
E01003381,36006.68
E01003382,33281.03
E01003383,37940.4
E01003384,39109.89
E01003385,40046.93
E01003386,23113.2
E01003387,23544.84
E01003388,23761.12
E01003389,23319.65
E01003390,20338.03
E01003391,21389.87
E01003392,24496.62
E01003393,23434.43
E01003394,21538.69
E01003395,24258.59
E01003396,27315.85
E01003397,25599.58
E01003398,24250.36
E01003399,33477.8
E01003400,39138.98
E01003401,35848.15
E01003402,39798.46
E01003403,36973.73
E01003404,33955.72
E01003405,23209.35
E01003406,23118.38
E01003407,25579.76
E01003408,27315.39
E01003409,21742.48
E01003410,22684.9
E01003411,23577
E01003412,23242.32
E01003413,24746.83
E01003414,24585.47
E01003415,25210.76
E01003416,25586.53
E01003417,27918.44
E01003418,27678.32
E01003419,25984.84
E01003420,27027.14
E01003421,27238.67
E01003422,26026.71
E01003423,33949.78
E01003424,34915.33
E01003425,34175.67
E01003426,28193.92
E01003427,22721.14
E01003428,35678.21
E01003429,25786.97
E01003430,21799.37
E01003431,22305.1
E01003432,22405.24
E01003433,22780.8
E01003434,23647.64
E01003435,25815.42
E01003436,22332.74
E01003437,24265.34
E01003438,22286.98
E01003439,20309.31
E01003440,22336.41
E01003441,22474.94
E01003442,38175.83
E01003443,37862.4
E01003444,33421.41
E01003445,30388.2
E01003446,30376.22
E01003447,23793.22
E01003448,25237.31
E01003449,22047.77
E01003450,23232.22
E01003451,26059.65
E01003452,23484.71
E01003453,22350.41
E01003454,36161.31
E01003455,33885.57
E01003456,34668.19
E01003457,41318.33
E01003458,37971.29
E01003459,27924.85
E01003460,32961.79
E01003461,41557.25
E01003462,32201.39
E01003463,34963.94
E01003464,36570.65
E01003465,45491.04
E01003466,31945.49
E01003467,35052.06
E01003468,30756.1
E01003469,24484.52
E01003470,27161.17
E01003471,30279.52
E01003472,43304.35
E01003473,34707.61
E01003474,42399.21
E01003475,30045.85
E01003476,28301.62
E01003477,35337.22
E01003478,36742.74
E01003479,22049.39
E01003480,21882.22
E01003481,21355.5
E01003482,24154.09
E01003483,22626.11
E01003484,21783.64
E01003485,22698.77
E01003486,22764.29
E01003487,22803.94
E01003488,20852.52
E01003489,18955.49
E01003490,19918.98
E01003491,21741.7
E01003492,20344.16
E01003493,20714.32
E01003494,23172.79
E01003495,23174.11
E01003496,22200.17
E01003497,22785.59
E01003498,21860.48
E01003499,21490.74
E01003500,22155.74
E01003501,22310.43
E01003502,20696.33
E01003503,23986.24
E01003506,22115.96
E01003507,22468.47
E01003508,22720.76
E01003509,22679.94
E01003511,24615.99
E01003512,21806.76
E01003513,22004.14
E01003514,22710.64
E01003515,23596.95
E01003516,21364.43
E01003517,23180.64
E01003518,23389.21
E01003519,22207.52
E01003520,20892.02
E01003521,20314.65
E01003522,20045.79
E01003523,20831.05
E01003524,19808.12
E01003525,20629.13
E01003526,20818.43
E01003527,23238.94
E01003528,20045.68
E01003529,20861.52
E01003530,21163.14
E01003531,20232.61
E01003532,21384.64
E01003533,20771.88
E01003534,20460.63
E01003535,22057.78
E01003536,21737.33
E01003537,21753.48
E01003538,21232.38
E01003539,21502.34
E01003540,22031.7
E01003541,20178.66
E01003542,21627.45
E01003543,22970.68
E01003544,21713.3
E01003545,22500.64
E01003546,21171.75
E01003547,24915.15
E01003548,21905.49
E01003549,23438.76
E01003550,22729.94
E01003551,22569.91
E01003552,21828.92
E01003553,19909.79
E01003554,25086.93
E01003555,21666.81
E01003556,21731.33
E01003557,21739.55
E01003558,19081.61
E01003559,25135.4
E01003560,20479.41
E01003561,20889.6
E01003562,19364.44
E01003563,19247.52
E01003564,20112.27
E01003565,19391.91
E01003566,17844.97
E01003567,18881.64
E01003568,21270.68
E01003569,19530.09
E01003570,19046.96
E01003571,19149.67
E01003572,19507.55
E01003573,19775.5
E01003574,21164.56
E01003575,20466.81
E01003576,21366.14
E01003577,20846.93
E01003578,19227.93
E01003579,20645.96
E01003580,20501.65
E01003581,19601.31
E01003582,20856.92
E01003583,20699.88
E01003584,22702.02
E01003585,20570.47
E01003586,20951.75
E01003587,22019.69
E01003588,20287.53
E01003589,19269.45
E01003590,21454.03
E01003591,18809.43
E01003592,20961.47
E01003593,21504.51
E01003594,21331.89
E01003595,22537.39
E01003596,22424.29
E01003597,21361.75
E01003598,21289.98
E01003599,19766.69
E01003600,21557.12
E01003601,21276.56
E01003602,22206.92
E01003603,22448.04
E01003604,22203.35
E01003605,20937.85
E01003606,20834.76
E01003607,22020.16
E01003608,23891.63
E01003609,24947.49
E01003611,20888.4
E01003615,21949.04
E01003616,22023.46
E01003617,25231.28
E01003618,25192.26
E01003619,24581.03
E01003621,21872.86
E01003622,19785.89
E01003623,20662.24
E01003624,21055.68
E01003625,19712.97
E01003626,20568.86
E01003627,21498.95
E01003628,19620.05
E01003629,20694.41
E01003630,21285.43
E01003631,22266.3
E01003632,23642.69
E01003633,21386.45
E01003634,21194.55
E01003635,22549.04
E01003636,21229.94
E01003637,23995.88
E01003638,24015.02
E01003639,22939.96
E01003640,24130.57
E01003641,25107.83
E01003642,23366.83
E01003643,22930.23
E01003644,23726.54
E01003645,24545.17
E01003646,22972.17
E01003647,24328.51
E01003648,25966.09
E01003649,25392.23
E01003650,23214.83
E01003651,24738.03
E01003652,25594.38
E01003653,21995.91
E01003654,25113.77
E01003655,31374.39
E01003656,24777.2
E01003657,26331.6
E01003658,24578.37
E01003659,26477.66
E01003660,29248.28
E01003661,24082.21
E01003662,22397.1
E01003663,23355.13
E01003664,24577.44
E01003665,25674.5
E01003666,24265.18
E01003668,32203.39
E01003669,33605.74
E01003670,31091.78
E01003671,33052.34
E01003672,28999.43
E01003673,32628.53
E01003674,30930.49
E01003675,22181.38
E01003676,23289.21
E01003677,24426.43
E01003678,25249.53
E01003679,23803.93
E01003680,24847.24
E01003681,23255
E01003682,24711.45
E01003683,19874.88
E01003684,21004.57
E01003685,20200.89
E01003686,21345.39
E01003688,20686.9
E01003689,21776
E01003690,23804
E01003691,22190.73
E01003692,22820.66
E01003693,24966.47
E01003694,25083.09
E01003695,21947.53
E01003696,22617.33
E01003697,23738.03
E01003698,25305.93
E01003699,25926.61
E01003700,25384.34
E01003701,23762.67
E01003702,24557.83
E01003703,24804.21
E01003704,24886.96
E01003705,24216.59
E01003706,23035.77
E01003707,23913.95
E01003708,22894.04
E01003709,24654.45
E01003710,23854.69
E01003711,24697.69
E01003712,21801.84
E01003713,23168.87
E01003714,20826.17
E01003715,20887.49
E01003716,23173.25
E01003718,23879.29
E01003719,21568.47
E01003720,23200.48
E01003721,24066.96
E01003722,23033.14
E01003723,23191.04
E01003724,25054.71
E01003725,23636.76
E01003726,22364.09
E01003727,23177.13
E01003728,21570.59
E01003729,20796.37
E01003730,19763.76
E01003731,20439.06
E01003732,21572.73
E01003733,19685.38
E01003734,20288.54
E01003735,21728.04
E01003736,20733.16
E01003737,22489.84
E01003738,22869.88
E01003739,23041.93
E01003740,22437.95
E01003741,23851.12
E01003742,20114.04
E01003743,21785.54
E01003744,28229.5
E01003745,35312.4
E01003746,29173.15
E01003747,34355.68
E01003748,32838.93
E01003749,29225.91
E01003750,27486.52
E01003751,24378.51
E01003752,25514.63
E01003753,22556.46
E01003754,23540.26
E01003755,21576.77
E01003756,23018.73
E01003757,21753.27
E01003758,21814.06
E01003759,31535.2
E01003760,26108.3
E01003761,19409.08
E01003762,29689.1
E01003763,25572.75
E01003764,29793.02
E01003765,30678.2
E01003766,21741.23
E01003767,21487.23
E01003768,21871.76
E01003769,19823.67
E01003770,23727.51
E01003771,21732.05
E01003772,22904.43
E01003773,24369.39
E01003774,34401.07
E01003775,29681.63
E01003776,25566.06
E01003777,35156.53
E01003778,29463.99
E01003779,27471.37
E01003780,33893.68
E01003781,23019.83
E01003782,20217.19
E01003783,19777.18
E01003784,21118.46
E01003785,20311.95
E01003786,23912.67
E01003787,25335.33
E01003788,21711.57
E01003789,32094.54
E01003790,29228.57
E01003791,34078.3
E01003792,36466.93
E01003793,26649.91
E01003794,30167.33
E01003795,35395.91
E01003796,31124.01
E01003797,39821.02
E01003798,33642.29
E01003799,38528.19
E01003800,27993.8
E01003801,32203.3
E01003802,36895.58
E01003803,23654.45
E01003804,31822.59
E01003805,43558.35
E01003806,41357.69
E01003807,30083.6
E01003808,36001.54
E01003809,40232.57
E01003810,36256.84
E01003811,34724.44
E01003812,30795.88
E01003813,35556.07
E01003814,31185.46
E01003815,28861.92
E01003816,29422.22
E01003817,26605.12
E01003818,27638.42
E01003819,23568.26
E01003820,27906.62
E01003821,33765.77
E01003822,38361.1
E01003823,32961.73
E01003824,35587.15
E01003825,32611.5
E01003826,25464.77
E01003827,30417.9
E01003828,32851.88
E01003829,25648.78
E01003830,29988.6
E01003831,28566.09
E01003832,25658.12
E01003833,27856.92
E01003834,31201.33
E01003835,39644.82
E01003836,30437.23
E01003837,36798.83
E01003838,34064.57
E01003839,29296.95
E01003840,26197.02
E01003841,22899.76
E01003842,25990.5
E01003843,24725.61
E01003844,32185
E01003845,30042.76
E01003846,39441.01
E01003847,33351.62
E01003848,33531.61
E01003849,36873.08
E01003851,38030.87
E01003852,32519.66
E01003853,29975.9
E01003854,31687.15
E01003855,28225.15
E01003856,34471.82
E01003857,33202.29
E01003858,36619.27
E01003859,34382.88
E01003860,40406.47
E01003861,36298.64
E01003862,30141.75
E01003863,27146.61
E01003864,32273.73
E01003865,29173.64
E01003866,44366.1
E01003867,33754.69
E01003868,37266.28
E01003869,35987.58
E01003870,39071.73
E01003871,32822.59
E01003872,36093.72
E01003873,34077.8
E01003874,39250.22
E01003875,32278.51
E01003876,38609.7
E01003877,37145.59
E01003878,26810.63
E01003879,38498.89
E01003880,37615.73
E01003881,34929.94
E01003882,36076.54
E01003883,37462.52
E01003884,36105.2
E01003885,33744.94
E01003886,37764.68
E01003887,34234.49
E01003888,27189.51
E01003889,36447.39
E01003890,36224
E01003891,38486.97
E01003892,38334.04
E01003893,33430.28
E01003894,39191.91
E01003895,34763.33
E01003896,33352.18
E01003897,35523.4
E01003898,31561.13
E01003899,34655.76
E01003900,25820.33
E01003901,30881.75
E01003902,29358.83
E01003903,27684.16
E01003904,29748.43
E01003905,29891.02
E01003906,27957.99
E01003907,26677.91
E01003908,30782.69
E01003909,28851.57
E01003910,30169.47
E01003911,22358.99
E01003912,21985.36
E01003913,28511.04
E01003914,25804.48
E01003915,24390.15
E01003916,24456.66
E01003917,25565.66
E01003918,23505.62
E01003919,25487.76
E01003920,23392.13
E01003921,23510.89
E01003922,23108.21
E01003923,26671.59
E01003924,21903.69
E01003925,22197.55
E01003926,22276.47
E01003927,29765.95
E01003929,30399.32
E01003930,27437.27
E01003932,23156.9
E01003933,29276.22
E01003934,27433.36
E01003935,27696.07
E01003936,40175.66
E01003937,28389.22
E01003938,24279.49
E01003939,30416.81
E01003940,21195.14
E01003941,29692.15
E01003942,22777.56
E01003943,21096.19
E01003945,32348.72
E01003946,31060.64
E01003947,21647.34
E01003948,31419.04
E01003949,30973.17
E01003950,24009.51
E01003951,33316.54
E01003952,31478.2
E01003953,32521.97
E01003954,33055.9
E01003955,31026.15
E01003956,35941.81
E01003957,30154.98
E01003958,27884.39
E01003960,26205.16
E01003961,22759.04
E01003963,22078.13
